[2021-06-14 00:27:09,887: WARNING/ForkPoolWorker-6] 60748417 function calls (60137521 primitive calls) in 48.617 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.array_equivalent_object}
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.tslibs.timedeltas.delta_to_nanoseconds}
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/compiler.py:1109(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/compiler.py:1219(SQLInsertCompiler)
        1    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.copyto}
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/elasticsearch/connection_pool.py:266(get_connection)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/response.py:273(release_conn)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/response.py:330(<listcomp>)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/util/timeout.py:210(connect_timeout)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/base/operations.py:224(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/psycopg2/extensions.py:164(<dictcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method psycopg2._psycopg.register_type}
        1    0.000    0.000    0.000    0.000 {built-in method psycopg2._psycopg.new_type}
        2    0.000    0.000    0.000    0.000 <string>:12(__new__)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:732(table_alias)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:761(unref_alias)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:1104(check_related_objects)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:1357(<setcomp>)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:1776(set_limits)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:1810(can_filter)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:1888(add_ordering)
        7    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/expressions.py:163(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/client.py:1214(_encode_request)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/utils.py:58(__init__)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/arrays/datetimelike.py:835(freqstr)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/base.py:223(_selected_obj)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/common.py:172(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/common.py:168(_not_none)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/six.py:184(find_module)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/six.py:900(ensure_str)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/utils/functional.py:257(__init__)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/kombu/utils/encoding.py:48(bytes_to_str)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/kombu/utils/encoding.py:80(_safe_str)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/billiard/process.py:170(name)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pkg_resources/_vendor/six.py:184(find_module)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/posixpath.py:41(_get_sep)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:917(_sanity_check)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        6    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/compiler.py:63(get_group_by)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/node_source.py:23(is_input_ref)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/node.py:33(add_param)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/params/select.py:10(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/analyzer.py:5(__init__)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/reshape/concat.py:568(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/reshape/concat.py:585(_maybe_check_integrity)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/window.py:1693(_on)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/window.py:107(is_freq_type)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/managers.py:1600(is_consolidated)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/concat.py:438(combine_concat_plans)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/generic.py:3413(_check_setitem_copy)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/api.py:249(<setcomp>)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/frame.py:380(_constructor)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:526(<genexpr>)
        3    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:747(dtype)
        2    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
        4    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/numpy/lib/stride_tricks.py:26(_maybe_view_as_subclass)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/numpy/lib/index_tricks.py:642(__iter__)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/computation/expressions.py:40(set_use_numexpr)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/compiler.py:398(get_extra_select)
        1    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/elasticsearch/connection_pool.py:275(_noop)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/response.py:280(data)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/response.py:401(_flush_decoder)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/util/timeout.py:228(read_timeout)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/postgresql/operations.py:205(max_name_length)
       14    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/base/operations.py:564(get_db_converters)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/postgresql/operations.py:117(set_time_zone_sql)
        1    0.000    0.000    0.000    0.000 {built-in method psycopg2._psycopg.new_array_type}
        1    0.000    0.000    0.000    0.000 {method 'set_client_encoding' of 'psycopg2.extensions.connection' objects}
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/base/base.py:152(queries_logged)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/base/base.py:207(check_settings)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/base/base.py:439(validate_no_atomic_block)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/base/base.py:445(validate_no_broken_transaction)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/query.py:1380(_not_support_combined_queries)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/query.py:63(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:243(base_table)
       10    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:279(get_meta)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:646(deferred_to_data)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:1268(<setcomp>)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:1934(clear_ordering)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:2176(annotation_select)
       14    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/fields/__init__.py:409(select_format)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/fields/__init__.py:811(get_db_prep_value)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/fields/__init__.py:1021(get_internal_type)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/fields/__init__.py:1024(to_python)
        3    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/expressions.py:179(get_source_expressions)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/expressions.py:182(set_source_expressions)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/ops/__init__.py:104(_maybe_match_name)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/utils/functional.py:30(__set_name__)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/utils/functional.py:264(__setattr__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/process.py:35(current_process)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/importlib_metadata/_compat.py:42(find_spec)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/inspect.py:479(getmro)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/parse.py:866(<listcomp>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
       15    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        5    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/node.py:58(set_input_names)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/node_result.py:19(find_output_series)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/window.py:2806(_use_window)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/window.py:175(_get_window)
