[2021-06-14 00:27:09,887: WARNING/ForkPoolWorker-6] 60748417 function calls (60137521 primitive calls) in 48.617 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:403(cached)
        3    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/pipeline.py:59(validate_no_recursion_for)
        2    0.000    0.000    0.000    0.000 {built-in method psycopg2._psycopg.parse_dsn}
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/parse.py:792(quote)
      6/3    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/pipeline.py:66(validate_no_recursion)
        5    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/generic.py:5236(_protect_consolidate)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/tseries/offsets.py:2597(nanos)
        5    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/_config/config.py:232(__call__)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/util/wait.py:142(wait_for_read)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.6/re.py:324(_subx)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/adapters.py:3(toSalib)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/series.py:452(_update_inplace)
        3    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/construction.py:248(<genexpr>)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.6/asyncio/events.py:682(get_event_loop)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/expressions.py:232(resolve_expression)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/queue.py:147(get)
      393    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/series.py:1705(items)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/concat.py:33(get_dtype_kinds)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/expressions.py:333(get_lookup)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:1286(debug)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/generic.py:3974(_update_inplace)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/base.py:406(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/json/encoder.py:182(encode)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/queue.py:115(put)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:128(__next__)
       43    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:59(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/query_utils.py:179(get_lookup)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/tseries/offsets.py:474(_from_name)
        8    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/asgiref/sync.py:350(get_current_task)
       14    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/util/wait.py:90(poll_wait_for_socket)
        3    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/ops/__init__.py:81(get_op_result_name)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:1544(isEnabledFor)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_collections_abc.py:252(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/detectors/simple_threshold.py:7(__init__)
        1    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_float64}
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/base/base.py:392(set_autocommit)
        8    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/utils.py:21(__getattr__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:497(formatTime)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:361(_get_cached)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/tseries/offsets.py:2593(delta)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/connectionpool.py:314(_get_timeout)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/util/response.py:38(assert_header_parsing)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/base.py:1185(__iter__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.6/copyreg.py:96(_slotnames)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.6/os.py:664(__getitem__)
        4    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        6    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/node_result.py:3(__init__)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/where.py:32(split_having)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/re.py:314(_compile_repl)
       48    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_collections_abc.py:302(__subclasshook__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:430(_validate_bytecode_header)
        3    0.000    0.000    0.000    0.000 {method 'read' of '_io.FileIO' objects}
        4    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/options.py:467(concrete_fields)
      195    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_collections_abc.py:392(__subclasshook__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/expressions.py:347(copy)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.6/copy.py:273(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/managers.py:2033(<listcomp>)
        5    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/generic.py:5249(f)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:1075(solve_lookup_type)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/tseries/offsets.py:2524(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:1376(findCaller)
        3    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/node_factory.py:131(build)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/postgresql/base.py:240(tzinfo_factory)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/where.py:171(contains_aggregate)
       14    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/expressions.py:795(get_db_converters)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/json/encoder.py:204(iterencode)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/concat.py:28(get_mgr_concatenation_plan)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/client.py:414(_close_conn)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:876(parse_template)
        9    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/node.py:24(node_sources)
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.maybe_booleans_to_slice}
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/common.py:1466(needs_i8_conversion)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/_config/config.py:404(<listcomp>)
      4/2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/where.py:165(_contains_aggregate)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:1423(names_to_path)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/copy.py:66(copy)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/parse.py:875(urlencode)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/response.py:304(_init_length)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/util/timeout.py:171(clone)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/client.py:419(close)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/warnings.py:449(__enter__)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.6/encodings/utf_8.py:15(decode)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1228(_get_spec)
        3    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/node.py:83(validate)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:2342(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method numpy.putmask}
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/base/base.py:223(_prepare_cursor)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/where.py:142(clone)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/query_utils.py:169(_get_lookup)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/missing.py:393(array_equivalent)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/parse.py:853(quote_from_bytes)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:861(_find_spec_legacy)
      230    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:569(_simple_new)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/numpy/lib/stride_tricks.py:39(as_strided)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/options.py:59(make_immutable_fields_list)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/fields/__init__.py:670(db_type)
       30    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        5    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/series.py:22(span)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:915(get_initial_alias)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/lookups.py:22(__init__)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/nanops.py:636(_get_counts_nanvar)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/reshape/concat.py:525(_get_comb_axis)
       74    0.000    0.000    0.000    0.000 /usr/lib/python3.6/typing.py:889(__extrahook__)
       68    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        6    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:2888(get_loc)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/postgresql/operations.py:225(last_executed_query)
        3    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/nanops.py:1290(_ensure_numeric)
        8    0.000    0.000    0.000    0.000 {built-in method current_task}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/_policybase.py:293(header_source_parse)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/contextlib.py:157(helper)
       11    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/numpy/core/numeric.py:676(require)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/util/retry.py:161(__init__)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/query_utils.py:173(get_lookups)
       30    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/fields/__init__.py:516(__eq__)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.6/copyreg.py:87(__newobj__)
       67    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x7f1740d5c0d0}
       16    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/anomaly.py:10(__init__)
        8    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/params/param.py:3(__init__)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/construction.py:255(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/generic.py:1938(empty)
        5    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:53(__init__)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:4297(_can_hold_identifiers_and_holds_name)
       11    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/_config/config.py:553(_get_root)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/where.py:168(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/lookups.py:276(process_rhs)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/message.py:29(_splitparam)
       28    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       10    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/_collections.py:155(__getitem__)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:1519(setup_joins)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:971(flush)
       28    0.000    0.000    0.000    0.000 /usr/lib/python3.6/types.py:135(__get__)
       45    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/generic.py:5254(_consolidate)
        5    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:4262(__getitem__)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/common.py:814(is_datetimelike)
        6    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/elasticsearch/client/utils.py:12(_escape)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/psycopg2/_json.py:146(register_default_jsonb)
       11    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/utils/deconstruct.py:14(__new__)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/ops/__init__.py:1663(maybe_dispatch_ufunc_to_dunder_op)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/concat.py:93(_get_frame_result_type)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/util/timeout.py:95(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/contextlib.py:59(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:334(notify)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/posixpath.py:144(basename)
        8    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/managers.py:325(__len__)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/generic.py:346(_construct_axes_from_arguments)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/numpy/core/fromnumeric.py:815(sort)
        3    0.000    0.000    0.000    0.000 {method 'cursor' of 'psycopg2.extensions.connection' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/typing.py:1025(_abc_negative_cache)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_collections_abc.py:271(__subclasshook__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:524(spec_from_file_location)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:94(_path_isfile)
       98    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        9    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/datetimes.py:398(tz)
        3    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/generic.py:1985(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:634(_shallow_copy)
        7    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/numpy/core/_internal.py:886(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/base/base.py:387(get_autocommit)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/query.py:1233(db)
       12    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/utils/tree.py:21(__init__)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/lookups.py:72(get_prep_lookup)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:329(getMessage)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:78(readline)
       87    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       26    0.000    0.000    0.000    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        4    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/node_transformer.py:10(__init__)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/transformers/multi_rolling_aggregate.py:30(get_common_params)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/_config/config.py:395(__init__)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/psycopg2/_json.py:94(register_json)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:2364(update_join_types)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/message.py:451(items)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:611(readable)
       46    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/node.py:5(__init__)
        3    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/series.py:723(__len__)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/api.py:68(_get_objs_combined_axis)
        8    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/common.py:1253(is_timedelta64_ns_dtype)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/query_utils.py:68(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/message.py:213(get_payload)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:649(close)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:70(close)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_collections_abc.py:349(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/encodings/utf_8.py:33(getregentry)
       18    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/params/string.py:5(__init__)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/datetimes.py:802(_maybe_utc_convert)
        6    0.000    0.000    0.000    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
        6    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:4419(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/util/wait.py:42(_retry_on_intr)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:1530(getEffectiveLevel)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.6/os.py:742(encode)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/posixpath.py:121(splitext)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:318(__exit__)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.truediv}
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/node.py:47(validate_inputs)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/blocks.py:767(copy)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/generic.py:5737(<dictcomp>)
        3    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/numpy/lib/shape_base.py:373(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/postgresql/base.py:229(create_cursor)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/base/base.py:117(timezone)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/message.py:120(__init__)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/utils.py:51(_has_surrogates)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/collections/__init__.py:517(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:840(path_stats)
       16    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/_config/config.py:568(_get_deprecated_option)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/_collections.py:214(add)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/util/wait.py:102(do_poll)
